,pred
344,382920.65529284853
345,548112.1523480219
346,658012.3386320465
347,381836.75201575184
348,362374.8858491294
349,421953.4258012421
350,813894.381249312
351,475646.2675639023
352,808954.2603591974
353,809893.6845595866
354,429326.0271708566
355,450441.67285960895
356,483675.10207159654
357,243311.8837173228
358,2937872.9970620438
359,388433.7675145135
360,896836.1678274481
361,595761.7544361723
362,593631.1321293868
363,786500.7830208396
364,642368.2412433034
365,1217391.4651732116
366,835477.0521812328
367,1272845.2255897617
368,842850.418166874
369,876693.5507018333
370,426781.13187145605
371,645795.6711054154
372,891000.6935743226
373,251422.58905944251
374,666918.8333530508
375,366459.10263169324
376,315794.7890028169
377,735746.0210378458
378,137893.98654138352
379,533300.7954797982
380,285159.08095491334
381,753176.7745974008
382,550338.0906311667
383,1305073.4747842136
384,1910085.7078252505
385,990779.97398088
386,736660.638620493
387,1348766.2362325564
388,203094.23556827387
389,340359.49486140296
390,601450.062873614
391,1053558.3716324575
392,216990.79728320605
393,199553.32250570468
394,354875.3168617414
395,1459264.6474471209
396,313365.7611502999
397,178335.8092228723
398,569411.6405275435
399,303511.20940681867
400,385273.19921898213
401,643952.9657548572
402,920359.9279337493
403,544019.6268211845
404,444291.5547530564
405,1066935.1077103843
406,1914110.8912252504
407,884192.4074821393
408,519498.2274773411
409,475236.68484644545
410,743146.0063595866
411,1388604.853267724
412,488671.5400311895
413,746237.7978743216
414,827808.8256186028
415,885732.9071887982
416,658237.7052357974
417,1401838.3171112693
418,1209363.8065690922
419,805792.8932191522
420,783339.9142792209
421,1272048.7906810953
422,264438.99878483394
423,775323.0446350734
424,830962.3198202811
425,731577.2546871325
426,1226369.5333071002
427,658245.1017624335
428,783972.2727063121
429,506284.5925840817
430,745396.2972617943
431,386142.6695054609
432,835986.3663872461
433,292788.0327843737
434,1687100.3433881162
435,491153.12531189114
436,786339.0971971013
437,854914.1723636775
438,436252.6467503911
439,772534.2771595865
440,181783.64301985948
441,207749.01605251132
442,425742.8125303851
443,400058.30336728663
444,1554919.1628889707
445,131313.63051377906
446,261726.08459119342
447,689672.3303907862
448,238574.85038537518
449,635914.4283005137
450,2738789.188344692
451,1193909.3191648407
452,145413.39495268607
453,1120164.3524178206
454,589389.6487007109
455,486441.4618934551
456,586990.1621202792
457,460516.274599654
458,664474.4749077011
459,460215.27874351694
460,653031.2041942499
461,1152175.1629581347
462,826508.6484018101
463,463939.5409171439
464,320364.9100239136
465,212008.49013565085
466,872844.6822707352
467,893768.7123981061
468,427716.6041215037
469,499521.17017540085
470,440022.0433602605
471,536767.4483975964
472,323444.13440472534
473,701794.7298259872
474,517752.825554837
475,780107.7697148796
476,504384.78015631094
477,252535.18751273557
478,178631.092647403
479,427239.1328383238
480,1642490.3342319191
481,693239.5166482487
482,375507.82532825996
483,1442860.1127155782
484,823172.0161159328
485,154589.97054912974
486,1101789.809286076
487,931934.6053377497
488,240246.5700713331
489,1118682.0799280046
490,567077.2439737403
491,748020.5965661219
492,1272558.5206211777
493,874823.4690864491
494,882447.8765870119
495,729592.7727314339
496,680125.4450729915
497,1073262.049310788
498,270853.0621841617
499,454335.7821963538
500,287258.34910698433
501,1357603.4737593152
502,1364567.1086581855
503,406030.3371443604
504,902052.0887793761
505,380978.21983861807
506,145791.76020534325
507,801909.8753902297
508,310384.0576481786
509,483192.5380200406
510,120661.70483628547
511,419309.8054857971
512,756035.3512519153
513,788932.601454351
514,536387.9106248888
515,865737.164307839
516,552227.6500203005
517,254196.5440184844
518,338400.8330956768
519,373513.5368560498
520,324101.4817881683
521,190430.79912222837
522,652385.1729951596
523,172797.13930833078
524,740859.0763869357
525,953858.1818238954
526,310502.506082505
527,1039685.4793294815
528,544173.5314397032
529,472920.16139773384
530,693744.7784937252
531,313365.7611502999
532,529476.2388146627
533,563975.3175841417
534,261561.83723961614
535,317458.6329565481
536,518099.43424778176
537,1149256.1901101843
538,974252.1527073157
539,490458.2358024568
540,507182.8385163638
541,1433520.9612808367
542,434464.5518682841
543,428563.33499364683
544,945916.8922975159
545,1326622.606400473
546,505304.92469076347
547,721176.2496755279
548,972084.5339904823
549,748075.3707355211
550,794293.0324908487
551,428730.1954083535
552,1093559.089112334
553,636637.7317293528
554,454669.40802572673
555,1211984.4946023463
556,504654.58148546604
557,505371.4223565659
558,248708.1339672107
559,381502.2040427824
560,145377.00767935274
561,763254.9654432671
562,462330.1924698479
563,703016.9279929914
564,552947.9156667937
565,964022.155486076
566,188693.43818641978
567,478881.50565496495
568,417887.1614740414
569,765172.072036763
570,442339.860184392
571,402753.7259851541
572,285060.78061593574
573,1002419.5138362749
574,422951.81064589054
575,290300.3285549636
576,680558.7573380041
577,394548.87321564223
578,522333.8041764274
579,1299216.2520123357
580,265734.19977785216
581,1181413.2827019007
582,2069050.3426848613
583,310384.0576481786
584,709194.353760818
585,700081.2484481196
586,508144.828727764
587,471008.24005862966
588,517607.8293468092
589,542076.9387785416
590,1415834.7457924034
591,862606.4508937193
592,714548.6685739572
593,481315.71455549577
594,340490.44845008693
595,289688.57834067056
596,510917.1563779659
597,1036713.8103954655
598,784150.2069900829
599,746623.6183062971
600,752752.2951199005
601,1288650.1071762173
602,940544.0542924763
603,1163844.1802663363
604,591349.3902217967
605,835782.5419013363
606,574240.1187046596
607,764952.2171406094
608,605699.7451155704
609,1761138.2687582774
610,649463.0305683503
611,941262.47469504
612,569745.7585066379
613,168702.9755201893
614,789219.8310746937
615,701579.401933435
616,327027.30581139994
617,231553.45533754613
618,492231.9092837401
619,1015946.1103427059
620,755577.3078764961
621,224121.17109929002
622,738356.2304508964
623,1538505.7454249228
624,342111.08579496027
625,574737.1616536378
626,725049.4918597694
627,796086.9924603115
628,682468.0137024112
629,1081677.841401282
630,346708.274551304
631,478980.60851185874
632,1097127.5251070727
633,441258.88165878534
634,795488.082376146
635,793998.2142511632
636,980351.7567054166
637,1928897.7248556095
638,751281.6081998454
639,1052481.7231850128
640,516590.25484915054
641,301420.9194238239
642,614328.6983178442
643,907959.1174573005
644,228959.83199678076
645,638208.7514024281
646,251500.89592938503
647,624716.9490101882
648,829524.8057047902
649,454922.0301522833
650,477922.37615540583
651,824997.6033337303
652,824992.8924951871
653,946992.9515050254
654,328681.3319584712
655,439345.26366730453
656,612152.8842181889
657,864020.2603419393
658,368538.61436195986
659,379911.68889058847
660,652327.0831797363
661,641305.5529075958
662,744604.9161320346
663,512996.4313164887
664,417240.431441284
665,145413.39495268607
666,990584.20856133
667,942730.4743340729
668,1216388.4717648078
669,1824167.5887027932
670,118770.51639427987
671,1151944.129679489
672,1087313.43316049
673,363924.9512231915
674,504209.0284535828
675,362853.79866683926
676,886023.8102533165
677,313999.58887142484
678,120660.13683628547
679,229133.13755233632
680,1022938.5165058826
681,684717.1927822608
682,278968.28045561025
683,283647.1944441797
684,384913.6622351142
685,441495.1581816273
686,401369.0957592456
687,381281.9733666998
688,167448.54498201908
689,1082992.6734617758
690,584341.8859165796
691,652333.1760082596
692,1018578.5276679052
693,613815.2594744376
694,546755.5129991288
695,731442.6706604285
696,904686.3055474159
697,1210044.3882637825
698,545330.0321356549
699,974125.6919783925
700,1111536.3889915687
701,1699022.249403873
702,204357.83577546215
703,421866.5858919238
704,173508.5092397617
705,487063.0149090404
706,767563.8963099634
707,322455.9347969529
708,565326.9992747259
709,360924.0080764721
710,1091097.3506623367
711,445197.5194183843
712,563218.8936304683
713,241011.2208430014
714,553326.8167737832
715,440159.6460850163
716,272187.6766400531
717,1439856.8559098265
718,716155.5315599127
719,626790.9579115195
720,229528.8846341617
721,620021.7979507144
722,785911.8050029702
723,1845998.6079353997
724,242732.27364080737
725,1030593.8919423455
726,605874.9907797362
727,436525.03453001834
728,478182.5792962695
729,648887.5254501381
730,355119.8064575111
731,420889.2810284028
732,928856.5928504805
733,274592.64806791185
734,464090.83477369475
735,434000.04271346226
736,786615.2389574212
737,262455.3818145475
738,657170.9691638601
739,837318.578752602
740,758326.3461981362
741,939067.5657414142
742,524273.06371972937
743,613402.1461718987
744,1739641.0234038732
745,607664.7987659241
746,435523.50279096887
747,1992915.8269821648
748,404991.51030553796
749,793998.2142511632
750,524863.030029198
751,678280.8167187386
752,1228741.3332176714
753,309272.82711054693
754,1015008.1205779619
755,498364.1319485252
756,567816.9971080828
757,480114.1218811882
758,464895.6333541546
759,1293743.9693322806
760,493893.6702369172
761,2760668.9009366827
762,1367433.9452009755
763,1201337.072903436
764,566420.2310039393
765,404074.93400226824
766,462817.61132577434
767,726150.602499754
768,559354.7856099872
769,777622.0546826479
770,351587.20229231974
771,419665.1658286475
772,417914.2796823017
773,365677.469931748
774,756408.4387595865
775,939363.9832238954
776,1072090.4195493953
777,394503.77205372095
778,997099.0260426165
779,602613.2817307976
780,1766950.8980608191
781,600770.3566732649
782,239403.07210752595
783,129225.13199377991
784,364172.7674630525
785,619367.643775462
786,328634.1424106973
787,236538.4396341617
788,896326.2883895461
789,347147.9248621221
790,530556.7487007675
791,1235950.1614176715
792,295225.4972615773
793,955799.6306860761
794,573196.3857075764
795,420077.04557174025
796,812847.258981444
797,786370.3298852937
798,1214858.1689041096
799,3065592.768428465
800,136053.1125496715
801,868541.3333734442
802,584079.5392642533
803,960135.3343959443
804,625555.4693568825
805,330011.5466464702
806,530305.0937192421
807,473780.54785735847
808,205187.71683438396
809,278481.6096959493
810,207062.9586723228
811,817663.8280095672
812,1903805.7889460719
813,776778.8748496812
814,778400.3260621597
815,253773.9932308604
816,588722.2007520382
817,680718.9310140368
818,1276453.4796997418
819,484337.01727636124
820,891441.8208643524
821,1030836.8797973737
822,701610.7586410046
823,919320.6319592716
824,425127.9955171684
825,1222600.0100850444
826,259000.98616218442
827,841836.7948958135
828,1200913.9853220081
829,463278.57826385286
830,613402.1461718987
831,369400.07906319876
832,231145.72908402033
833,260936.49421643544
834,764386.2157836161
835,236871.0002174658
836,1094891.6556180203
837,212450.77880356635
838,806159.6815504447
839,610162.083958167
840,398291.4224676262
841,173508.5092397617
842,895971.6145549642
843,773976.8443920556
844,568904.3685333773
845,582326.9008742273
846,303786.16796796676
847,2813782.779744692
848,858965.5153431296
849,497637.85458435706
850,786407.7181710978
851,417724.936682657
852,457967.5534350058
853,503020.90995224967
854,768291.6701014738
855,420858.26451638434
856,312511.15294107754
857,251422.58905944251
858,129369.84039171116
859,157222.746956684
860,346672.18481316196
861,1497019.2227603022
862,812702.0840980292
863,638553.8897086658
864,637827.1619170605
865,459929.22005629085
866,580072.651114495
867,812270.7204229948
868,1058889.5730118293
869,684286.938725732
870,479383.625550261
871,137893.98654138352
872,500260.4147921883
873,220112.22998494052
874,864757.3093882682
875,611729.183806278
876,397836.2637982411
877,328903.13821358344
878,796098.6113725402
879,191511.06911810886
880,726606.6873335916
881,303998.3391974467
882,591978.6411531144
883,928942.8205662833
884,848404.7912381706
885,1037409.8242098362
886,865086.3863689112
887,919631.9643397252
888,1003857.4277715988
889,916050.5947826342
890,935382.8770083447
891,419562.42215608363
892,704388.0438448897
893,255930.2124081834
894,602701.6590660667
895,665073.883974261
896,602701.6590660667
897,344454.57459097536
898,753072.7912288562
899,704091.9355499253
900,765623.7983054261
901,957527.3245866396
902,746681.0835710235
903,440078.9336920017
904,1272436.1989599965
905,616656.1126526969
906,241584.5892567553
907,634889.7161411155
908,272661.78566101356
909,498856.5872114653
910,491519.3820486977
911,1017856.7238184613
912,782554.3466743216
913,519206.1510456779
914,749362.5626622101
915,256060.94639580208
916,649523.958754871
917,382437.58832738205
918,714489.4185787515
919,829261.333194006
920,499370.46412540134
921,533629.1399927118
922,1334657.4701466467
923,1047295.49273086
924,1777804.13144005
925,1053588.2243154491
926,529332.0166771448
927,640063.5884676991
928,1528139.4694444633
929,393172.6285631239
930,628316.5015267768
931,1188552.671737818
932,366201.15966681275
933,716154.340173829
934,568512.4824801428
935,918541.318590754
936,1227178.111834137
937,619279.5829773752
938,1305681.8506085142
939,626299.7812542556
940,470088.3111542038
941,555072.1694793885
942,459851.45360074553
943,986677.1103254894
944,931539.6293815365
945,519620.34654555115
946,491470.1244140004
947,1018496.0173002533
948,815972.7643394362
949,337142.594354898
950,683925.6520920212
951,639118.3267298442
952,447301.10811650247
953,860087.4006186028
954,601667.2733077874
955,1058809.1867652475
956,366177.31318555924
957,1681539.0034887004
958,260691.93490278328
959,203422.5876259649
960,1005574.7718509827
961,157222.746956684
962,1517973.0078121375
963,308622.0817986839
964,637996.4226859116
965,175807.54762787343
966,1241424.3862829707
967,475355.6376247365
968,862362.2840686908
969,1108685.2325454226
970,858751.7862227289
971,406735.2007908778
972,347023.7245602767
973,351177.5214883976
974,417536.50704849995
975,1018814.2019639295
976,504588.81983743655
977,399174.1582312793
978,294316.56399893295
979,309812.87339041743
980,883193.4668874876
981,1045638.1242129292
982,338465.78608823137
983,300361.57583221234
984,763862.8126819098
985,663592.6602899971
986,466532.9095999436
987,742362.8614262855
988,1547781.2126004733
989,1151990.325161367
990,1762849.415177076
991,926872.0615247656
992,403975.80773928144
993,799673.5150407141
994,534079.0532654978
995,1441164.097417342
996,824506.5354778487
997,381014.3466959154
998,1508735.8601273466
999,211757.96899452183
1000,748743.1719031523
1001,710092.4701793507
1002,408876.14037815947
1003,907454.5404085864
1004,546755.5129991288
1005,1009590.1838924764
1006,195670.874164101
1007,497864.6807765566
1008,513889.88439136726
1009,891931.8688725687
1010,1058297.3749695763
1011,730873.4054473207
1012,437189.61757175234
1013,823110.3635149417
1014,422038.6800409737
1015,362838.57996292115
1016,452095.80051475414
1017,250299.28032370095
1018,462634.3058788569
1019,185901.9609694625
1020,205277.47986742825
1021,1036309.4115122099
1022,720642.344983616
1023,184192.0295909574
1024,127253.33061302142
1025,887138.8573919694
1026,613272.7141998009
1027,240617.4165342716
1028,1093371.994569637
1029,779537.6698252443
1030,347922.82455987425
1031,775669.5446441665
1032,231599.6111357507
1033,487003.7464810634
1034,1896109.772843413
1035,898845.5840647303
1036,618157.3838609839
1037,246755.26755010066
1038,1277211.4556454492
1039,450441.67285960895
1040,724015.5855276751
1041,410730.5351446075
1042,342413.7342718125
1043,175807.54762787343
1044,598294.2585693983
1045,367407.2715081736
1046,902052.0887793761
1047,744821.1902806788
1048,1305856.0168046176
1049,514433.80039806245
1050,742088.997982259
1051,645877.5101708481
1052,341467.061767789
1053,480092.88074355107
1054,591064.1879909433
1055,511980.7206386316
1056,673030.16916386
1057,506284.5925840817
1058,485485.7421467185
1059,500010.0689297279
1060,287816.3010648568
1061,568203.2578365598
1062,1344478.8270433405
1063,694743.5960997541
1064,468326.976965355
1065,800235.7141195312
1066,725049.4918597694
1067,1601514.5371589737
1068,733061.5128822927
1069,1102057.4121944048
1070,470989.91177289
1071,674477.0591388062
1072,2005852.6627821648
1073,483201.1226107726
1074,387893.623145451
1075,222279.66473043768
1076,660943.7116054352
1077,178631.092647403
1078,1087399.486188469
1079,928279.8909221677
1080,464296.0683542496
1081,416876.5392738554
1082,532788.9636469231
1083,276227.7043951099
1084,222279.66473043768
1085,221159.5926787602
1086,126313.30043628547
1087,304048.4159585363
1088,455482.1066615066
1089,929833.7181161948
1090,595181.8091912022
1091,429953.69419336185
1092,462299.65033939097
1093,887736.8276815058
1094,407411.69494187925
1095,1110167.3200265225
1096,472822.75809202
1097,733990.5905213733
1098,710370.9165882104
1099,428619.8867365166
1100,1369697.4310211777
1101,300643.77271137416
1102,620339.6897436207
1103,1120031.0429489366
1104,465134.5658272649
1105,635914.4283005137
1106,901749.0186173641
1107,592595.4849202791
1108,786527.3023386718
1109,1386307.8025616053
1110,643380.7852393958
1111,477231.7504663344
1112,569141.5099013811
1113,179192.8723911381
1114,281391.7012819878
1115,214185.20910234426
1116,775537.0077213789
1117,420476.9453885087
1118,705662.3246868395
1119,531585.681186936
1120,154429.22572767182
1121,331423.5015969636
1122,694400.993255233
1123,408876.14037815947
1124,354001.9418261002
1125,3428745.112222093
1126,332665.7166419801
1127,506284.5925840817
1128,243383.09432318495
1129,531029.1079917022
1130,961996.1570580266
1131,456410.33368146897
1132,309714.7593056797
1133,935456.5351860555
1134,500349.2604940019
1135,255580.7709163943
1136,651078.4501778677
1137,228330.02840564254
1138,446910.9416226516
1139,1421626.2618176714
1140,175807.54762787343
1141,462020.9913983692
1142,1178437.8154827307
1143,705693.3991790587
1144,640277.77956386
1145,129240.66603133429
1146,513473.455724743
1147,519662.10209112166
1148,859479.7174445024
1149,456210.96479353466
1150,129563.79090603438
1151,170336.76290923607
1152,598920.1552281308
1153,1010959.5756912137
1154,913078.3805479318
1155,387869.4795546924
1156,627157.4718453139
1157,561854.1967700889
1158,495515.26995034283
1159,443113.08062732435
1160,647381.1107854457
1161,460182.65018714505
1162,588992.2317476226
1163,988784.4911923213
1164,760073.9187887697
1165,320465.1848345469
1166,535200.5216334966
1167,134300.65003055203
1168,1041204.4385553157
1169,1157468.2820924763
1170,1054888.5288039362
1171,639197.8621119593
1172,721238.00315735
1173,470169.0629060371
1174,504293.84202552086
1175,1456272.94497611
1176,368690.3880908875
1177,926217.0456975158
1178,454049.8103282509
1179,1245157.5333071002
1180,1672689.4473234406
1181,880305.4076721676
1182,212324.27987787843
1183,366194.6592326365
1184,256060.94639580208
1185,452429.6565144992
1186,1057627.9532276015
1187,447312.31567975885
1188,297784.3446183466
1189,299869.5205357851
1190,423786.0924086275
1191,268549.4308890215
1192,647307.1452881163
1193,986973.5587805776
1194,201109.57731075943
1195,441217.94018117315
1196,274332.02709356183
1197,256830.4332426737
1198,880552.5647763765
1199,743258.735220041
1200,220528.1049543362
1201,408604.4000926557
1202,282697.4311666361
1203,1528494.3842150122
1204,467347.7095999436
1205,513110.914327764
1206,1783610.5980908491
1207,422993.9010702277
1208,286426.72310341586
1209,757856.6466051497
1210,400006.52104647196
1211,248608.89453038396
1212,466611.9287825461
1213,1239834.3325732425
1214,199388.96533012742
1215,491332.2174637173
1216,368560.3825259934
1217,484573.14850153006
1218,1157100.9370353583
1219,484187.93201400037
1220,1475260.696946277
1221,672046.8500442195
1222,287986.6884947063
1223,574487.8069357001
1224,275990.16263754416
1225,1373902.401386814
1226,699577.1365726289
1227,1335009.033222585
1228,384478.1859716889
1229,402082.12028614525
1230,751654.9655887698
1231,1005246.1604528538
1232,710575.2407401495
1233,626238.8754601091
1234,702820.1335247029
1235,587412.7135836048
1236,976212.8652188741
1237,3423399.4538702667
1238,471818.8986570045
1239,225790.8322563908
1240,544037.9715913254
1241,599577.7044786299
1242,934143.2847788589
1243,509733.2231176197
1244,179192.8723911381
1245,252244.73192612547
1246,378298.664484518
1247,1307520.5672615203
1248,285444.1437443833
1249,1135548.545751373
1250,351485.5586777226
1251,405216.00005886616
1252,648709.3457515177
1253,449016.546623098
1254,1350859.1338426345
1255,213125.2960255818
1256,644279.6514392665
1257,398464.11863590137
1258,621913.69244631
1259,247858.27155782026
1260,600809.8909097075
1261,1644844.6127323546
1262,683788.0900281476
1263,902575.6814956532
1264,165265.6892495829
1265,386495.8993591055
1266,419527.1538130491
1267,708268.5474764993
1268,434358.73347661784
1269,547572.6517763007
1270,169535.67046678285
1271,877457.1776227392
1272,804944.9284736305
1273,663875.5556579848
1274,323235.4529569007
1275,908623.1279474158
1276,706269.1733032628
1277,821168.3171975098
1278,444191.6828486439
1279,607074.0439002457
1280,898933.6589706797
1281,775752.5672725335
1282,435201.93866937223
1283,634902.1436814917
1284,823661.6628673385
1285,302083.30859367596
1286,836559.0827106703
1287,286214.5862291545
1288,917374.3191419394
1289,484983.8869643224
1290,1070946.1374485777
1291,741689.5734856569
1292,425283.3381078307
1293,158485.8807289758
1294,508335.22220407386
1295,978461.7232548855
1296,502517.13947888167
1297,1456788.0062123355
1298,346469.96754593006
1299,1039929.5861122875
1300,258076.95949822274
1301,1107869.0237177426
1302,588811.8778907007
1303,488667.22982405045
1304,363292.5364495848
1305,998798.502440596
1306,465224.84365756786
1307,971195.6763196501
1308,374181.47262292425
1309,307533.1984633183
1310,275520.685674638
1311,1845154.2300252505
1312,1480401.6404984386
1313,560961.1122744698
1314,878955.0240451111
1315,1079815.2248679053
1316,473843.0547635113
1317,311350.5864102473
1318,487836.53443617077
1319,658342.4544207557
1320,863492.0522707351
1321,994198.9573805777
1322,786700.3283950546
1323,656226.9903797363
1324,509124.4658771849
1325,492619.3301687699
1326,277594.1246232811
1327,1422339.069694883
1328,459699.3687961353
1329,291799.9606812859
1330,629590.3600275556
1331,1611716.5927662489
1332,611137.9314247255
1333,457627.201468079
1334,305569.13592363405
1335,1156338.3919362044
1336,165450.1124720065
1337,181876.47271325556
1338,997697.9543605204
1339,863332.0286531693
1340,531077.6420334966
1341,1183563.016848778
1342,215452.85483334883
1343,156513.40725357062
1344,466071.83292923146
1345,1137109.3298958198
1346,726157.2707891254
1347,459826.3204463798
1348,716796.2091754719
1349,583408.4915067711
1350,278024.12530013744
1351,486320.1454721473
1352,715528.5011418258
1353,796066.4408754003
1354,396976.9095446762
